Comment;Sentimen
"Sebagai informasi.
MRT Singapura dirancang sejak 1971 tapi hanya mulai dibina pada 1988. Lee Kuan Yew menentang pembinaan awal karena tidak mau menambah hutang ke Bank Dunia. Dia lebih memilih perbaiki laluan bus & menaikkan simpanan negara. Dalam waktu yg sama byk research & planning dibuat. Apabila akhirnya dibina ia amat membantu mengurangkan kemacetan & di waktu yg tepat di mana Singapura sudah mencapai tahap ekonomi yg stabil. 

Sebagai bukan warga Indonesia saya melihat Whoosh & IKN sebagai proyek2 yg emosional. Proyek2 begini harus dirancang dgn amat teliti & sabar. Proyek2 mahal harus pragmatis bukan emosional.

Whoosh dibina utk kemudahan rakyat tapi harga tiket tidak terjangkau utk perjalanan setiap hari. IKN memang perlu karena Jakarta sudah terlalu padat & tidak sustainable di masa hadapan. Tapi tidak boleh dipaksakan dlm waktu singkat.

Maaf kalau saya menyinggung perasaan orang Indonesia. 😔";negatif
"​@rosidahariff2365 bukannya kamu org.indonesia? Sy cek di komentar lain juga bahasa indonesia

Feel free kalau diskusi, kita harus open mind terhadap masukan yg ada";positif
​@BeeBee-qs1qfsaya asli orang Singapura tapi masih punya saudara di Indonesia. Terbiasa dgn Bahasa Indonesia karena sering baca majalah Indonesia dari library. 😊;positif
Setuju banget, Saya dulu merasakan bagaimana susahnya hidup ketika suka berhutang, dan juga merasakan bahagianya hidup ketika tanpa berhutang 😅;negatif
fungsi hutang itu untuk mempercepat pembangunan asalkan tepat penggunaannya, tapi di kcic ini bisnisnya gk luas karena hanya jakarta bandung yang dimana infrastruktur udah segala ada dan bagus;negatif
Iya pusing ,tapi orang-orang Jokowi dipelihara;negatif
He5 😅 komentar : Tidak Ada 😂;negatif
itu siapa yg estimasi penumpang kcic /thn 30jt;negatif
Dirut sama wadirut baru coba cuci tangan..biar dianggap kerja bagus..rekam jejaknya aja penipu dan korup..coba cek2;negatif
Danantara itu milik rakyat bukan milik pemerintah atau Prabowo. Jangan salah gunakan uang itu. Sebaiknya mereka dipenjara kalau seenak-enaknya telah salah menggunakan uang rakyat itu. Harus ada accountability dan transparansi. Penjara untuk mereka yang telah salah invest di kereta cepat Bandung.;negatif
MBG bikin hutang baru gak??!;negatif
"Sedih ngenes ditagih hutang.
Dari pada mati sedih ngenes ngga usah dipikir berat ngga bayar.
Semoga rakyat berbahagia.";negatif
Lantik kokori bennix sebagai menteri ekonomi dan menteri keuwangan mereka berdua pakar yg tiada bandingan hanya google masalah selesai😅😅;positif
Aku enggak ikut ikutan, apalagi ngutang naik kereta cepat aja belum pernah soalnya tinggal di Balikpapan;positif
"Disuruh tanggungjawab Mulyono, Luhut, Rini Soemarno..
Suruh mereka yg bayar";negatif
Oalah to Jok Jok...marai mumet tok. Wes to ngakuo jane ijasah terakirmu ki opo to Jok jok.😵‍💫;negatif
Adili dan usut tuntas proyek² jokowidodo. 😮‍💨;negatif
"Bukan hanya kereta cepat yg merugikan
Banyak lagi seperti bandara Kertajati....
Jokowi dan lbp harus tanggung jawab...
Rugi ratusan triliun...
Yg dinaikkan pajak rakyat....
Dan para termul masih membela...
Sekarang saatnya sweping termul";negatif
Kamu harus tahu bahwa pembangunan kereta api, khususnya infrastruktur relnya, teramat mahal. Umumnya itu adalah investasi pemetintah. Kereta cepat ini pasti akan memakan biaya besar di awal tapi akan tertutupi dalam jangka panjang. Sama juga dengan jalan tol di daerah seperyi di sumatera pasti belum akan menguntungkan, tapi bagian dati investasi pemetintah. Tapi tanpa pengorbanan itu, kapan kita pun6a yol di Sumatera atau Kalimantan atau Sulawesi? Apa semua akan dipusatkan di Jawa?. KA ceoat pasti akan ada solusi terbaik, apalagi jika sudah dibanhun sampai ke Surabaya maka investasi akan lebih mudah tertutupi.;positif
Mahakarya yg mulia 😢;positif
itulah yg membuat DPR Harus dibubarkan.. fungsinya apa? pengawasan ? kentut;negatif
"Persenan sudah masuk lumayan buat dana pensiun, mau rugi bodo amat 🤣




*SERET GENK SOLO KEPENJARA!";negatif
"Hik.hik..ptabowo nangis gara"" kebijakan joko widodo";negatif
JOKOWI KEREN !!!;positif
HIDUP JOKOWI !!!;positif
"Angkat topi yang setinggi tingginya untuk yang terhormat Bp. Ignatius Jonan.

Beliau lebih memilih diberhentikan sebagai Menteri Perhubungan saat itu dari pada menuruti kehendak Presiden yang tidak masuk akal.";positif
Jokowi harus diadili.;negatif
bangun kereta d bdg sementara bdg sendiri blm siap dr berbagi hal transportasi publik nya engga ada bahkan kereta ke lembang ciwidey engga ada, sub ekonomi kyk scbd, kuningan jg engga ada d bdg;negatif
YANG NAIK PARA PEJABAT KORUP..DAN EKONOMI MENENGAH KE ATAS...DI JAWA BARAT SENDIRI EKONOMINYA BANYAK YG DI BAWAH GARIS KEMISKINAN...BORO2 BUAT NAIK KERETA API CEPAT UDAH BISA MAKAN JUGA ALHAMDU'LILAH...KERETA API CEPAT EMANG AMBISI KONYOL MULYONO...BUAT GAYA'2AN DEMI PENCITRAAN BIAR DI KIRA RAKYAT MENINGGALKAN JASA....GAK TAU NYA NINGGALIN BEBAN HUTANG YG SANGAT MENYIKSA RAKYAT...10 TAHUN MENJABAT MULYONO BENAR2 MEMBUAT KEKACAUAN DI SEGALA ASPEK..YG DI WARISKAN KE PEMERINTAHAN SELANJUT NYA...KASIAN WOWO MENANGGUNG BEBAN YG BEGITU TINGGI NYA..;negatif
​@javasrivaldi5952justru knp gw blg suru bwt bisnis hub itu bwt itu biar menambah perekonomian bdg, walkot dan gub jg hrs membiasakan warga bdg raya bwt naik transport publik kyk jkt biar engga jd kota plg macet no 1 d indonesia😅;positif
Kalo pak Jonan setuju dgn projek Kereta cepat,beliau bisa jadi tersangka proyek bedebah Mulyono,untung beliau tidak ikut2an bahkan beliau menolak,Mulyono layak jadi tersangka karna sudah jelas merugikan negara;negatif
Jokowi yg harus bayar hutangnya.;negatif
coba ditanya ke mas joko, apa tanggapan dia dengan kereta whoosh ini......;negatif
"Ini mah seperti suami bilang, ""saya utagnya kegedean pindahin ke buku kamu dan anak - anak kita ya. Biar papa keliatan ADEM""";negatif
Di pindah ke Perum????...PASTI ADA KEBOCORAN BARU ....ujung2nya prngeluaran negara makin besar;negatif
Menang dengan curang ubah UUD MK pasti kacau kedepan nya😂😂;negatif
"Pak Muljono itu gemaaar sekali pencitraan... yg tidak ada di ada-adakan..yang tidak lolos, dilolos-loloskan, yang belum cukup umur , dicukup-cukupkan... yang tidak perlu di perlu-perlukan... tujuannya cuma satu...
....
...
..
...
demi di puji-puji, demi dipuja2 biar terus berkuasa.
dia sadar gak klo hutang hasil pemborosan dia itu harus dibayar?
yang bayar pastinya rakyat , pajak dinaikin, harga dimahalin dlll";negatif
Yg Berak Jokowi,yg di suruh cebokin prabowo😅;negatif
AHMAD SAHRONI MUSUH NEGARA!;negatif
Mulyono sama Luhut suruh bayar,;negatif
LORD LUHUT ANTENG ANTENG AJA;positif
Sudah tahu hutangnya banyak menumpuk gitu jatuh tempo kenapa tidak efisiensi kabinetnya dirampingkan DPR tidak marah dinaikkan gajinya ada Wamen. Coba yang korupsi trilyunan itu dirampas untuk membayar hutang. Oh ya di rumah Jokowi juga banyak uang ambil aja buat nyaur hutang tan;negatif
biar tekor asal kesohor;positif
Harusnya Pemerintah investigasi kronologi proyek ini dibuat.... jika ada pelanggaran, minta pertanggungjawaban mulyono, termasuk lbp;negatif
"Warga negara Indonesia tidak ada satu orang pun yang bijak, apalagi di kalangan suku Jawa, alangkah lebih baik jika pimpinan negara Indonesia diserahkan kepada Timor Leste atau Papua Nugini, agar negara ini semakin makmur dan sejahtera.
❤❤❤❤❤❤❤❤";negatif
Gara gara presiden berijazah palsu, negara diambang jadi milik China;negatif
Pusing utang kereta cepat tapi mau diteruskan sampai Surabaya... Lelucon ya?? Emang negara ini suka lelucon yg ga lucu.;negatif
Ya, sebaiknya Hutang BUMN di proyek Kereta Cepat Jakarta Bandung, di ambil alih oleh Danantara. Ambil semua saham BUMN indonesia di Kereta Cepat ini. ☝️;positif
"Modduarrr !!!!!!
Adili jokowi !!!!!!! Jokowi ngk mau dengar kritik dr rakyat !!!!!!";negatif
Mulyono mati meninggalkan utang dan kerusakan;negatif
Ternak Mulyono mna suara mu ?? 😅😅😅;negatif
Kl lembong di penjara krn merugikan negara krn kebijakan, harusnya jokowi dipenjara jg krn merugikan negara trilyunan krn kereta cepat dan ikn;negatif
Sayangnya diabolisi Prabowo, harusnya biarin aja biar Jokowi bisa dijebloskan wkwkwk;negatif
Tom lembong tidak merugikan negara karena utk kebutuhan gula rakyat agar tidak langka;negatif
Abolisi tom Lembong itu kan misi utamanya untuk menyelamatkan Jokowi;negatif
"​@termul_huntermentri jokowi itu tumbal nya si jokowi.. 
Tom, Yaqul, Nadiem 

Selain itu yg tanda tangani naik anggran untuk dpr adalah jokowi sibedebah ini";negatif
"Busyeeeeetttt....... Jokowi 10thn bikin Indonesia makin kere, ikut kemahuan serakah 
Membangun sama sini tp gak liat kemampuan keuangan negara, bohong sana sini bilang gak pake APBN ternyata menguras APBN 😭😭😭😭";negatif
Tapi jokowi dan keluarganya kaya raya loh;negatif
Ternyata hutang untuk membangun infrastruktur menyisakan bom waktu selain menyebabkan beberapa BUMN bangkrut. Itulah kalau pemimpin hanya mengutamakan pencitraan dan legalcy yg tidak rasional;negatif
Semua ini gara-gara Mulyono PKI;negatif
Tenggelam langsung isu ini, kasus korupsi yaqut, noel, sama silfester yg tak kunjung ditangkap;negatif
Proyek Tanggul Pantura Jawa sebaiknya dijadikan Lintasan Kereta Semi Cepat Jakarta Surabaya;positif
Modarrr sekalian..suruh makan itu besi;negatif
Mungkin Yang paling berat dana untuk MBG;positif
emang biang dr semua ini mulyono;negatif
Minta tanggung jawab Jokowi dan Luhut;negatif
Kalo dengar rumpian kaya gini, betapa hebatnya Londo th 1865 berani bangun KA, kala itu ,KA lebih dahsat dr whoosh .Dan dana yg dikeluar kan nilainya jauh lebih besar dr nilai Whoosh.Alat transportasi cuma kuda, sapi, kebo dan dengkul....KA lebih dahsat dr whoosh. mbah canggahku sampe melongo. Kenapa Londo berani ? Dan knapa baru whoosh aja kita sdh kelabakan ? Hayap banget ah;positif
Keputusan yg serampangan;negatif
Adili nomor 7;negatif
semua kerusakan negara ini ujungnya MULYONO dan KRONINYA!!!;negatif
pantesan renov stasiun manggarai lama banget :));negatif
Huahaaahaaa enak benar yg berak rejim Jokowi yg bersihkan Prabowo ,.hayoo pak Pra usut dulu kerjanya 😆😆😜😭;negatif
Proyek mercusuar Ancur2an;negatif
Tempo nggk kaleng2. gaya santai tp daging semua;positif
"Investasi
Berbeda
dgn hutang

Dibangun oleh investor 
Lebuh raya di Malaysia 
Jalan tol di Indonesia 
====
Kereta cepat, Whoosh 
Joint venture investment, 40 years
​60 % INDONESIA
          Pilar Sinergi BUMN Indonesia atau biasa disingkat menjadi PSBI, adalah 

anak usaha dari Kereta Api Indonesia yang bergerak di bidang pengembangan dan pengoperasian kereta cepat
     
PT Kereta Api Indonesia     
             58,53%
PT Wijaya Karya     
              33,36%
PT Jasa Marga         
            7,08%
PT  PN VIII                    
           1,03%

40 % CHINA
          Beijing Yawan 
China Railway Engineering Corporation (CREC):    
                   42,88%
Sinohydro:                    
              30%
CRRC/train set                                        12%
CRSC:                        
                  10,12%
CRIC:                                                  5%";positif
"Sorry cuy, proyek ini memang bermasalah dan yg protes bukan cuma jonan. Banyak orang ga setuju dulu dan mengkritik, tapi jaman itu dilarang mengkritik, mengkritik dituduh menghina oleh para pendukung si anu, bahkan bisa dituntut ke pengadilan sama orang2 yg ngaku loyalisnya.

Jangan lupa media termasuk tempo juga diem aja bahkan mendukung proyek ini. Kemana kalian dulu? Jangan pikir kalian bisa cuci tangan, kalian juga punya andil meredam kritik waktu itu.


Yg dulu mendukung proyek ini (termasuk media2) yg menjadi penjilat rezim yg lama harus tanggung jawab. Pertama2 mengakui dan minta maaf kalau kalian emang ""tidak pintar"", lalu ikut iuran bayar utang negara.

Apalagi gua inget banget para pendukung si anu (termasuk tempo) gaslight pengkritik proyek2 si anu (kertajati, moto gp, whoosh, pelemahan kpk, dll) dengan sebutan ""tidak pintar"". Kalian dengan sombongnya merasa paling benar. Sekarang saya lihat beberapa mantan gubernur dan pimpinan bumn, mantan mentri pura2 paling suci mengkritik pemerintahan Prabowo, padahal dulu mereka mendukung rezim yg menyebabkan masalah ini. Orang bermuka dua emang ...";positif
"tempo dukung mulyono pas masih walikota, mereka mengakui kagum sama kinerja mulyono, 
tpi pas naik gub lanjut pres, mul sudah dikritik tempo";positif
"​@irvansetya8884jelas2 tempo mendukung si Mulyono sampai dia jadi presiden. Sampai kalau ada pembangunan yang selesai judul beritanya pakai kata Mulyono. Tapi kalau beritanya negatif, yg dipakai kata2 Indonesia atau negara atau nama menterinya.

Lalu ketika penyerangan air keras ke salah satu mantan penyidik KPK dan pelemahan KPK, mereka ga menuntut keras menuntut pemerintah turun. Boro2, tempo malah melabeli dia itu orang baik cuma kurang pintar aja.

Jelas banget tendensi tempo mendukung Mulyono.";positif
​@MudThoughtkan sudah dijelaskan itu 😌 mereka mengakui mendukung tpi pas mulai edan, juga sudah dikritik dan ditunjukkan kesalahannya;positif
"​@irvansetya8884mereka masih mendukung Mulyono hingga akhir. Buktinya kasus2 yg gua sebut diatas, yg satu aja bisa jadi kriptonite presiden tapi tempo adem ayem aja.

Mengkritik cuma formalitas 1 berita lalu sudah ganti topik yg lain. SBY cuma kasus century 1,6 T diberitakan setiap hari.

Kenapa gua yakin tempo masih mendukung Mulyono ketika jadi presiden, karena gua juga dukung Mulyono sampai dia gubernur. Ketika dia jadi presiden gua sudah kritik proyek2 nya. Tapi media-media, termasuk tempo masih membela dia sampai akhir periode keduanya. Gua saksi hidupnya yg sakit membaca berita tempo yg anti kritik pemerintah.

Inget cuy, bohong itu ada balasannya.";positif
dulu mahasiswa demo (anak itb banyak yg demo) buat mengkaji ulang keputusan kereta cepat, udah ngasih hasil kajian juga ke presiden, eh malah tetap lanjut alasannya buat transfer teknologi, nyatanya buat ambisi pribadi;negatif
"Supaya sehat :
Sehatkan dulu BUMN , bereskan hutangnya biar tidak gaduh terus . Dana darimana ?
1.MBG dipangkas misal tinggal 25 % yang tepat dan butuh saja untuk MBG.
2.Dananya untuk bayar hutang KA Cepat Jakarta Bandung dan subsidi kalangan menengah yg mulai kolaps 
3.Tunda pembahasan dan opsi KA Cepat Bandung ke Surabaya.
4 . Setelah BUMN sehat, benahi managemen dan terbuka .";positif
Rini, LBP dan Jokowi suruh bantu menyelesaikan utang yang mereka ciptakan. Kasihan generasi mendatang yang belum lahir sudah terutang.;negatif
Justru mereka mungkin malah menyarankan tambah hutang.....mana mungkin mereka peduli yang penting diri mereka sendiri.....;negatif
Yg milih jokowi dan pendukunganya suruh bayar hutang 😂;negatif
@ogi_meow Alhamdulillah 2 periode ga milih Jokowi dan 1 periode ga milih anak Jokowi.;negatif
Hutang infra struktur harusnya tidak dihitung untung dan rugi, coba kita hitung untuk buat sekolah yang ada diindonesia kapan itu balik modal ?;positif
@karsono1973 jelas Jokowi ngibul n kroninya menipu rakyat;negatif
Kaga usah bingung (Mulyono family) aja yang suruh bayar, orang dia yang ngutang 🤯🤬😡😠😤;negatif
"Kereta cepat yang bangun investor
Yang hutang juga investor
Hak kelola konsesi
40 tahun";positif
Keserakahan pemimpin terdahulu;negatif
Pembenahan transportasi seperti Kereta Cepat sebenarnya baik dan akan mendukung ekonomi. Tapi klo pengelolaannya buruk dan situasi ekonomi sekeluruhan diperburuk oleh faktor-faktor lain (Pertamina. DPR. ehem ehem), proyek besar dan riskan seperti malah membebani negara seperti sekarang. Meskipun projeknya adalah pembenahan fasilitas yang ada (perluasan KAI, perbaikan rel, modernisasi kereta) akan gagal juga kalau faktor-faktor lain tidak menunjang.;positif
Kalo gitu kaga usah jd presiden kalo bangun semua pake utang, rakyat biasa juga bisa. Presiden hobinya kok ngutang biar dpt gelar bpk pembangunan silit 2 ya mul.;negatif
Sipetruk yang ngutang,harus sipetruk sama keluarganya yang suruh bayar😢;negatif
Karena Ijazah palsu itulah menyebabkan seperti ini, jika tak pakai IR tak jadi presiden mungkin. Sumber segala nestapa negeri ini adalah presiden ke 7.;negatif
jok 😂 wi dan piaraan jok 😂 mana nih 😂😂😂😂😂;negatif
SURUH LUHUT YG BAYAR, KERJAAN DIA;negatif
Kebijakan ugal2an hanya u legacy dan jalan bagi anaknya;negatif
Pak Prabowo tdk salah, hanya belum tegas ke pihak perusak negara... beliau harus didukung, ini akibat kebobrokan presiden sebelumnya... Pak Prabowo perlu diingatkan mengenai mentri mentri nya, pejabat nya, dpr nya yg bobrok dan hanya membebani rakyat dgn cekikan pajak utk biaya hidup mewah mereka...;negatif
mending dpr bubarin, gajinya buat bayar utang bekas mulyono.....;negatif
Hawa nafsu keluarga Fufufafa benar benar merusak konoha,bayangkan 500 triliun yg dikeluarkan sebagai bansos tepat ketika fufufafa jadi cawapres konoha;negatif
Kalau sampai buat lagi sampai Surabaya, ya ditipu lagi sama China;negatif
luhut paling depan pasang bada nih PJ;negatif
sak genk pemain watak semua hahahaha;negatif
Sita aset Luhut ,Jokowi dan seluruh anggota DPR yang menyetujui proyek kereta cepat .Mereka sudah merugikan Negara ,kami tidak mau di pajak gara gara kecerobohan mereka.;negatif
Termasuk menkeu srimul.;negatif
Betul. Suruh tanggung jawab. Hartanya harus dirampas untuk bayar.;negatif
mereka kalau korupsi ga bodoh, nyimpennya ga disini......, uang nya itu buat bansos , ada isu dikit jurus andalan bagi2 bansos;negatif
Betul sekali;negatif
saya juga ga mau dipajak utk kereta cepat dan MRT... tapi saya ttp menikmati setiap hari boleh dong.;negatif
Pelajarannya adalah jangan banyak gaya kalo cuma hasil utang 😂;negatif
Dari d using.sdh tutup aja kereta ceapt;negatif
Harusnya yg menggagas dimintai pertanggung jawaban, soalnya semua aturan di buat sedemikian rupa, yg penting jadi itu KCIC walaupun para pengamat dan ekonom tdk fisibel.;negatif
Dana hasil efisiensi itu kan bisa buat ngelunasin, Prabowo kalo ga bikin agenda sendiri kaya MBG, kabinet gemuk, naiki gaji DPR, utang bakal baik2 aja, dia itu terpilih bukan karena MBG, harusnya dia tau diri, lagian namanya transportasi umum punya negara ya pasti rugi, MRT sampe sekarang juga masih rugi dan ditomboki sama Pemda Jakarta.;positif
Itulah salah satunya fungsi DPR RI klu ada kebijakan presiden yg ingin proyek di luar kemampuan keuangan negara harus nya DPR menolak program ini bukan malah menyetujui nya? Apa krna dapat bagian fee juga dari proyek ini?;negatif
