Review;Sentimen
jdi gmpang aplikasi ini;Positif
Mantap;Positif
Mohon di perbarui karna aplikasi ini terlalu lemot;Positif
Semoga lebih baik;Positif
Ngak bisa kebukak cuma muter muter terus.padhal paket internet ada sinyal bagus;Positif
Alhamdulillah terimakasih byk bpk Dirjen Dukcapil atas inovasi aplikasi ikd yg sangat membantu masyarakat tenteng adminduk;Positif
👍🏼👍🏼👍🏼👍🏼👍🏼;Positif
Srmoga lebih baik;Positif
Sangat membantu;Positif
trimakasih;Positif
Keren;Positif
Bagus;Positif
Terimakasih BPK dirjen atas kemudahan aplikasi ikd sangat memudahkan masyarakat;Positif
Semoga aplikasi lebih baik;Positif
Semoga lebih baik;Positif
Bagus boss;Positif
Ok;Positif
Pakai wifi bisa pakai paket bisa, yg blng enggak bisa, hadeh, pakai Telkomsel Donk kk;Positif
Ok;Positif
Semoga aplikasi lebih baik;Positif
Ok;Positif
Tapi sayang gk bisa logi;Positif
Bagus;Positif
ok;Positif
"Untuk aplikasi IKD sangat baik dan praktis bagi yg bisa digital dan punya hp tapi aplikasi ikd kok susah di buka cuma mutar"" dan keluar caba lagi timbulnya";Positif
Okey👌;Positif
nice;Positif
Semoga kedepanya lebih bermanfaat;Positif
Good;Positif
Bagus;Positif
Tolong diperbaiki lagi aplikasinya . E-KTP belum bisa dicetak katanya blangko kosong .. Dibikinin IKD pas mau Di Pake keperluan mendesak susah dibuka .. Koneksi terputus mulu . . pake Wifipun sama .. Pergi Ke Webnya Pun Sama Koneksi Time Out ..;Positif
Apk sy selalu terjadi kesalahan jaringan;Positif
Terlalu lemot... Tolong diperbarui... Terimakasih...;Positif
semoga bermanfaat;Positif
semoga bermamfaat.;Positif
Semoga bermanfaat;Positif
Oke;Positif
Oke;Positif
Ok;Positif
Sangat mudah buka aplikasi nya.. pengisian.. loading cepat.. pelayanan disdukcapil pemko Medan juga sangat membantu.. kita bisa aktivasi IKD nya di medan fair plaza.. hari minggu juga.. sangat membantu.. cepat.. tidak lebih 10 menit selesai aktivasi... terima kasih..;Positif
Ok;Positif
Mantap;Positif
Kerren;Positif
Ok fine;Positif
Mudah daftarnya bisa di kecamatan, proses cepat tidak sampai 5 menit.;Positif
Like;Positif
Baik;Positif
Ok;Positif
Ok;Positif
Masih muter muter;Positif
Lebih di tingkatkan lagi utk kemudahan layanan publik jgn lupa keamanan data publik di jaga;Positif
Cara daftar kartu penduduk;Positif
Simpel sii;Positif
Emang lah ya wkwk Land ini. Tujuannya digitalisasi, tapi masih aja mesti dateng ke kantor buat verifikasi. Wkwk Land emang 🤣;Positif
Semoga lebih baik;Positif
Pelayanan mantap, nda pake ribet 🫰🫰;Positif
knp pas mo buka di klik pin gk bisa kebuka lg.mlh salah pin trrs Pin terblokir sementara trs jwbnya. masa sampe berhari hari gmn sih.bkn mempermudah mlh mempersulit;Positif
Masi butuh perbaikan loadingnya lambat skli;Positif
Mudahan kedepan aplikasi ini bisa membantu dan mempermudah masyarakat;Positif
Mantap;Positif
Sangat membantu kami yg ada di pelosok desa . Dan saran kami amplikasi ini harus slalu ol makasih;Positif
M A N T E P;Positif
Belum punya Dijital;Positif
Sistem dan informasi lebih baik lagi;Positif
dokumen tidak kebuka;Positif
Semoga lebih baik;Positif
PERMAINAN NYA SANGAT BAGUS;Positif
Semoga lebih baik;Positif
Terimakasih baoak durjen atas aplikasi ikdnya sungguh memberikan kemudahan dalam dokumen adminduk masyarakat;Positif
semoga aplikasi lebih baik;Positif
Aplikasi yg ok banget,sangat membatu dan penggunaanya pun mudah,tapi harus hati-hati membagikan scan id kita.💯👍👍👍;Positif
Semoga lebih baik;Positif
SAYA PAKAI DATA KARTU TRI CUMA MUTER2 DOANG, PAS SAYA COBA PAKAI DATA KARTU AXIS BARU BISA MASUK GAES, SILAHKAN DICOBA WORK!!!;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Semoga bisa menjadi lebih baik;Positif
Admin, knp e-ktp saya belum muncul di aplikasi? Harus menunggu berapa lama min? Dari sudah buat akun dari minggu lalu.. Mohon pencerahannya;Positif
Semoga lebih baik;Positif
Semoga bisa menjadi lebih baik;Positif
Luar biasa...;Positif
oke;Positif
Terimakasih Dukcapil, setelah menggunakan IKD (Identitas Kependudukan Digital) ketika check in di stasiun kereta api tidak harus buka dompet keluarin KTP, cukup menunjukkan KTP Digital di IKD. Saya juga bisa melihat data NIK keluarga saya tanpa harus nyari kertas KK / foto KK. Saya juga sudah mencoba menu Pelayanan online di IKD, ternyata simpel. Kenapa harus scan QRCode di petugas Disdukcapil, ternyata untuk memastikan kebenaran pemilik IKD, agar tidak disalahgunakan orang lain. Masuk akal.;Positif
Install mudah dan cepat.. Saya pakai vivo y22 quota Telkomsel. Tinggal scan QR di petugas dukcapil untuk aktifkan pendaftaran;Positif
bagus;Positif
Bagus lebih simpel;Positif
sudah beberapa hari aplikasi ini gak bisa diakses diHPku, mana perlu banget lg mau pake KTP;Positif
Smoga lebih di mudahkan tanpa meminta scan barcode dari dukcapil ribet sumpah;Positif
Semoga aplikasi lebih baik;Positif
Semoga lebih bermanfaat;Positif
tapi saya belum faham yang masalah scan code .yang mana yah;Positif
Terimakasih banyak, semoga bermanfaat;Positif
Sangat membantu;Positif
akhirnya saya sudah di verikasi sudah terdaptar di ikd sebagai dompet digital seluruh data keluarga tanpa harus membawa identitas data fisik hanya dengan aplikasi ini melalui smartphone . Bagi yang belum terdaptar usahakan untuk datang ke dinascapilnya di wilayah masing2 karena untuk memudahkan verifikasi data data kependudukannya . Tidak membutuhkan lama hanya beberapa menit sudah jadi. teruslah maju pemerintahan indonesia di era digital ini;Positif
Ok;Positif
Bagus;Positif
Aplikasi yang disediakan sangat lah bagus, dan membantu masyarakat. Tapi untuk masyarakat yang berada di kabupaten karena dekat dengan Dinas kependudukan. Dan untuk masyarakat yang berada di perkampungan susah untuk mendapatkan kode barqt. Mohon ada update aplikasi biar lebih baik lagi 🙏🙏🙏🙏🙏;Positif
Bermanfaat kepada seluruh Rakyat yang belum mempunyai identitas KTP;Positif
Sangat Membantu;Positif
Coba dulu;Positif
Ini kalau berfungsi bagus;Positif
"Ini aplikasi kok tidak bisa dibuka, loading melulu, akhirnya ""kesalahan jaringan"" , ""coba lagi"".";Positif
Ok;Positif
Sangat menyenangkan;Positif
Bagus sangat mudah di gunakan;Positif
Tks pak dirjen atas aplikasi ikd yg sangat membantu masyarakat dukcapil memang keren 👍👍👍;Positif
Terimakasih atas aplikasi ikd cukup memuaskan masyarakat;Positif
Oke;Positif
Good;Positif
Bagus;Positif
Ketumanan yang hakiki....klo pemerintah bikin system pengennya yang murah meriah tapi pengen bisa segala. Vendor IT nya juga udah gedek kayaknya. Haaadeeeuuuh....aplikasi ini bukannya malah mempermudah akses malahan kudu dateng lagi ke DukCaPil. Bijimane ceritanyeee...??? Tambahin lagi duitnya buat system yang bagus....jangan kebanyakan dikorupsi yaaa...heheheheee;Positif
Sangat mempermudah warga masyarakat,jika ada perubahan data di disduk,update data di aplikasi nya lebih di percepat. (note:keamanan data di aplikasi lebih di protek lagi).nuhun;Positif
Wow mantap keren ktp nya.;Positif
Semoga kedepannya lebih baik;Positif
Sangat bermanfaat Terimakasih;Positif
Saya & suami, sudah memiliki aplikasi IKD di handphone kami masing²,& Alhamdulillah aplikasi IKD nya berjalan lancar, Terimakasih;Positif
Bagus;Positif
Semoga kedepannya semakin baik,dan bermanfaat untuk semua warga indonesia kita tercinta,Amin.;Positif
BPKB, SIM Bisa Connect dong dg polri. trs Yg penting siber. aman terjaga.;Positif
Excellent;Positif
Dokumen lodiang doang kaga bisa kebuka gimana ini;Positif
Kenapa lama masuknya;Positif
Aku suka dan mudah;Positif
Bagus;Positif
Saya daftar tidak terima kode QR;Positif
Sungadi;Positif
oke;Positif
Terimakasih ❤️👍;Positif
Masukan, Dikasih menu Service Care di tampilan sebelum Log in.;Positif
KONTEN INI SANGAT BAGUS DAN PROTEKSINYA SANGAT BAGUS SEKALI;Positif
Saya lupa kata sandi bagaimana cara ganti kt sandinya ya.;Positif
Minta bantuannya tidak bisa di buka;Positif
Sangat membantu;Positif
Mantull;Positif
Sama aja bohong.ujung2y tetep ke kantor ya.gak bisa secara onlen;Positif
Mantap jiwa;Positif
Kenapa dokumen nya gak bisa di buka cuma loding muter2 doang;Positif
Alhamdulillah;Positif
Mencoba Fulu;Positif
👍👍👍;Positif
Bagus;Positif
Punya saya ga bisa di buka gimana ini aplikasinya gak bisa buka dataa;Positif
lebih efisien,praktis & Aman.;Positif
Ok;Positif
Digital seumur hidup;Positif
Mantap;Positif
🔝;Positif
Kok tidak bisa di buka ya saya mau coba malah kesalahan koneksi gimana sih kemendagri, tulisannya coba lagi dan lagi;Positif
pada bagian dokumen tidak bisa dibuka;Positif
Belum bisa di gunakan baru uji coba nugu tahun 2024 baru bisa;Positif
Baru mau daftar setelah isi nik, email & no telpon, tahap selanjutnya photo Selfi terus harus scan QR yg ada di petugas dukcapil untuk verifikasi data agar bisa masuk ke aplikasi . Ini gimana ceritanya !! buat apa ada aplikasi online klo masih harus datang ke dukcapil. Malah bikin bingung klo gini caranya. Tolong perbaiki lgi untuk pelayanan di apl onlinenya agar memudahkan para penggunanya. Terimakasih;Positif
Kalau lupa pin, gmn caranya?;Positif
Aplikasinya sangat baguss;Positif
Di akun aplikasi identitas kependudukan saya lupa password login nya... Bagaimana solusinya kak cs;Positif
Tks pak Dirjen atas aplikasi ikd ini sangat membantu masyarakat;Positif
Belum bisa buka aplikasinya;Positif
Semoga bermanfaat;Positif
Semoga aplikasi lebih baik;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Sangat menolong kita untuk melihat data kita;Positif
Bagus;Positif
Semoga lebih baik;Positif
lumayan;Positif
Bagus;Positif
Mantap;Positif
Ok;Positif
Bagaimana cara mengaktifkan nya;Positif
Sy tdk bisa buka karena lupa password bisa tlg dibantu;Positif
Sudah bagus, tapi masih banyak fitur yang perlu di tambahkan. Contoh : 1. Belum bisa merubah data pribadi, misal : Status perkawinan, Pekerjaan, dll. 2. Belum bisa membuat surat pindah lebih dari satu anggota dalam sekali pengajuan. Hanya nama pemilik akun yang di proses pindah. 3. Belum bisa menambahkan anggota KK baru misal buat pasangan yang baru menikah yang mau membuat KK baru.;Positif
Good;Positif
👍;Positif
Semoga aplikasi lebih baik;Positif
Saya kasih bintang 5;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
Semoga aplikasi lebih baik;Positif
sangat membantu aplikasi, terima kasih;Positif
👍🙏;Positif
Sangat cocok untuk digunakan dalam penelitian identitas diri baik untuk digunakan sebagai bahan informasi tentang identitas diri sendiri;Positif
Top markotop;Positif
Semoga aplikasi lebih baik;Positif
Semoga aplikasi lebih baik;Positif
bagus;Positif
Ok;Positif
Ok;Positif
Good;Positif
Dokumen tdk bisa dibuka;Positif
Bagus;Positif
Mantaf ktp digital bisa d bawa lewat hp sekarang;Positif
Puas tapi kecewa tinggal selangkah dak bisa akses kurang di ambil wajah dak bisa;Positif
mantap;Positif
Mantul;Positif
Hilang kode pin;Positif
Sangat bagus;Positif
Suka;Positif
Sangat membantu Aamiin;Positif
Bagus sangat membantu;Positif
Asfh;Positif
sangat membantu Tks🙏🏻;Positif
Bagus;Positif
kirain ram hp ku yg minim, setelah melihat ulasan di aplikasi baru tahu kalau banyak keluhan serupa. susah masuk ke aplikasi, mohon untuk bisa diperbaiki! tks;Positif
👍🏻👍🏻👍🏻;Positif
Aplikasinya Rusak tidak bisa di buka BoSSSS!!!,hampir stengah jam d tunggu2 gak jadi2🤦‍♂️🤦‍♂️🤦‍♂️!!!muter muter terus saat dwonload,,,Aplikasi apa kya gini🤦‍♂️🤦‍♂️🤦‍♂️????????? ini malah bikin ribet masyarakat, bukanya bikin permudah masyarakat, terutama nunggu waktu+ngantrinya luarbiasa saat bikin KTP🤦‍♂️🤦‍♂️🤦‍♂️ haduhhhhh,,,, sandenya bikin KTP trima jadi suruh bayar gak pa2 palah simpel cepat pasti👍👍👍,,, ini katanya d permudah/gratis lgi malah di persulit🤦‍♂️🤦‍♂️🤦‍♂️;Positif
ManttttuL;Positif
Mantap;Positif
Mantap;Positif
Alhamdulillah mempermudah;Positif
Sudah sangat bagus akan tetapi jangan terlalu di batas kan dan keamanan nya di perbagus lagi;Positif
Oke mantap;Positif
Aplikasi mendukung banget;Positif
Good;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
Mempermudah Kita;Positif
Cepat tepat menggunakan E KTP;Positif
Ok;Positif
kebutuhan;Positif
databasenya jgn simpen di server luar negeri lagi yaaa...kaya yg lalu lalu...;Positif
Mantap;Positif
semoga aplikasi lebih baik;Positif
Ssemoga aplikasi lebih baik;Positif
semoga lebih baik;Positif
Ok;Positif
Tambah siiiip 👍👍👍;Positif
Great;Positif
Mantab;Positif
Bermanfaat dan memudahkan administrasi pribadi dan terlindunggi. Terimakasih dukcapil;Positif
Setelah baca sekian banyak ulasan kok gak ada ulasan yang positif yah tentang apk ini.;Positif
Ok;Positif
Semog aplikasi lebih baik;Positif
Semoga lebih baik;Positif
Semoga aplikasi lebih bajik;Positif
Baggus simple dan mudah dipahami..;Positif
Ikd memang ok;Positif
Semoga aplikasi lebih baik;Positif
Ok;Positif
OK;Positif
Aplikasi sangat membantu bagi penggunanya;Positif
Min jika lupa kode untuk buka aplikasi bagaimana caranya;Positif
Lah kok saya gak bisa buka apl nya loding terus Min gimana ini coba perbaiki lagi min tolong;Positif
Mantap;Positif
Untuk aktivasi ktp digital, kita harus datang ke kantor kecamatan untuk verifikasi barcode.;Positif
Assalamualaikum, salamnsehat untuk admin identitas kependudukan,saya ingin bertanya nih mengenai KTP digital saya, mengapa setelah sya klik di pencarian KTP. Ada tulisan hak akses terbatas, mohon bantuannya min,;Positif
Kog aplikasi sekarang gak bisa dibuka ya? Ada apa..;Positif
Apli kasi bagus;Positif
Akor;Positif
Ok;Positif
Jihan;Positif
Sangat berguna aplikasi ini,memper mudah untuk sgala uruan;Positif
Mantap;Positif
Pelayanan bagus;Positif
Tingkatkan lagi keamanan nya;Positif
Luar biasa;Positif
Aktifitas tukang Batu di perumahan dan bila ada yg membutuhkan untuk buat rumah elit maupun sederhana,maka saat ini lagi nganggur mungkin belum ada rejeki yg nyamperin;Positif
Maslikin;Positif
Mantap;Positif
anjay;Positif
Sangat memudahkan warga untuk mendaftarkan identitas secara Online;Positif
Maaf lemot pak. Gak bisa diakses data kependudukannya;Positif
Semoga lebih baik;Positif
Dukungan penuh sistem digitalisasi Indonesiaku;Positif
Mohon pak di perbaiki masalah jaringan sama dokumen yg tidak bisa dibuka karena saya sangat kesusahan 🙏🙏;Positif
Mantap;Positif
Bagus sekali deh;Positif
Mantap;Positif
Sangat baik;Positif
Bagus lebish cepat;Positif
👍;Positif
Apa tidak bahaya;Positif
coba dulu;Positif
Aplikasi tidak bisa masuk;Positif
Bismillah Ya Robb...manfaat Program Pemerintah Salam;Positif
Mantaf;Positif
Semoga aplikasi lebih baik;Positif
okeee;Positif
canggih;Positif
Pa odar;Positif
Tambah keren aja nih ktp tapi buat yang ngerti bagaimana buat yang tak mengerti;Positif
Sangat membantu;Positif
Baik;Positif
Agar baik;Positif
Top;Positif
Membantu;Positif
L3ĺ N;Positif
Ya di otomotif tahun 1986 dan sebelumnya di kerja di hotel Arjuna kabupaten Wonosobo terus di peroyek bangunan di banten;Positif
Apl ikd di menu document terjadi kesalahan terus (tidak bisa kebuka) padahal tersambung ke wifi;Positif
ikd mantap.,;Positif
Sangat bagus aja sih saya terpaksa mendownload ini karena membuat KTP selebihnya dibiarkan saja;Positif
Semoga lebih baik;Positif
Sip mantap;Positif
"Kemarin saya mau membuat akun di salah satu Bank. Namun tidak bisa karena Bank mensyaratkan KTP Asli. Saya katakan saya punya soft file-nya yg udh di scan. Bank menjawab; maaf Pak, syaratnya harus bawa KTP asli, supaya bisa di-scan langsung. Dan saat itu saya berkata dlm hati; ""ekonomi di wilayah ini akan lambat berjalan karena sdm-nya (kariawan bank tsb) spt itu"". Padahal saya sdh scanin, dan kariawannya tinggal terima file. Note: ""Upgrade sdm-nya""";Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
semoga lebih baik;Positif
Sosulisi dokumen saya tidak bisa dibuka;Positif
No komen;Positif
gimana solusi nya kalo lupa pasword;Positif
Sangat membantu;Positif
Mantap Capil minut;Positif
👍;Positif
Ok;Positif
Dikcapil prima;Positif
Sangat membantu kami dalam mengurus indentitas jati diri kami.;Positif
Sangat baik;Positif
Semoga aplikasi lebih baik;Positif
Semoga aplikasi lebih baik;Positif
Pin salah apa bisa diperbarui;Positif
Semoga aplikasinya sudah bisa di gunakan secara online, tampa harus datang ke kantor Capil.;Positif
good 👍;Positif
Aplikasi ini sangat membantu sekali, tinggal buka hp..KTP, KK, KIA, Akta kelahiran sudah tersedia. Kl ada yg loading pas buka dokumen, coba masuk ke menu pelayanan. Ajukan pelayanan cetak KK. Kl di menu pelayanan juga gak bs dibuka, ke kantor dukcapil aja. Pasti dibantu. Terimakasih...;Positif
Udah mending;Positif
Bagus;Positif
Mantap;Positif
Smga berkahh;Positif
Oolwwoooowowoo ko Ooww Lowongan CPNS kementerian oooooaw;Positif
Oke;Positif
Bagus;Positif
Pekerja keras;Positif
Good;Positif
Aplikasi bagus;Positif
Terbaik;Positif
Ok;Positif
Ko ga kebuka buka ya;Positif
Very good ...👍👍;Positif
Bagus;Positif
Sangat membantu;Positif
Disdukcapil palembang emang gercep;Positif
semoga aplikasi lebih baik;Positif
Semoga aplikasi lebih baik;Positif
Aplikasi tercanggih;Positif
Semoga amanah, terintegrasi dan tidak bocor;Positif
APL sangat membantu sekali, terimakasih;Positif
ok;Positif
Identitas Kependudukan Digital adalah aplikasi yang bagus;Positif
Mantap;Positif
Sengaja kasih bintang 5 biar ke bacaaaaaa Ini yaaampun aplikasi ga membantu sama sekali setiap kalo mau cek KTP digital g bisa terus percumaaaaaaaa Tolong perbaiki lagiiiiiii Kalo KTP saya g lagi ada perbaikan gakan deh download ini;Positif
Bagus;Positif
Baik, terima kasih;Positif
Oke;Positif
aplikasinya cukup mudah untuk digunakan dan gampang dipahami.;Positif
Good lah walaupun blm lengkap;Positif
V.good servisis;Positif
Goodjob;Positif
Trimakasih;Positif
Sangat membantu;Positif
Baik;Positif
Keren;Positif
Lanjut....;Positif
Ok langsung jadi ..minta barcode ke dukcapil...beres;Positif
Mempermudah ektp bisa dibawa kemana;Positif
Semoga aplikasi lebih baik;Positif
